G,F,P,category,type,sector,score,classification,desc
5,2,2,Industriel,Commercial,PME,20,Faible,Rupture de partenariat stratégique
5,2,3,Industriel,Commercial,PME,30,Moyen,Rupture de partenariat stratégique
4,2,3,Industriel,Commercial,PME,24,Faible,Rupture de partenariat stratégique
5,2,2,Industriel,Commercial,PME,20,Faible,Rupture de partenariat stratégique
4,1,3,Industriel,Commercial,PME,12,Faible,Rupture de partenariat stratégique
5,2,4,Industriel,Commercial,PME,40,Moyen,Rupture de partenariat stratégique
5,2,3,Industriel,Commercial,PME,30,Moyen,Rupture de partenariat stratégique
4,2,4,Industriel,Commercial,PME,32,Moyen,Rupture de partenariat stratégique
5,2,2,Industriel,Commercial,PME,20,Faible,Rupture de partenariat stratégique
5,2,3,Industriel,Commercial,PME,30,Moyen,Rupture de partenariat stratégique
5,1,3,Industriel,Commercial,PME,15,Faible,Rupture de partenariat stratégique
5,2,2,Industriel,Commercial,PME,20,Faible,Rupture de partenariat stratégique
4,2,3,Industriel,Commercial,PME,24,Faible,Rupture de partenariat stratégique
5,1,3,Industriel,Commercial,PME,15,Faible,Rupture de partenariat stratégique
4,3,2,Industriel,Commercial,PME,24,Faible,Rupture de partenariat stratégique
5,2,2,Industriel,Commercial,PME,20,Faible,Rupture de partenariat stratégique
5,1,3,Industriel,Commercial,PME,15,Faible,Rupture de partenariat stratégique
5,2,3,Industriel,Commercial,PME,30,Moyen,Rupture de partenariat stratégique
5,3,3,Industriel,Commercial,PME,45,Moyen,Rupture de partenariat stratégique
5,2,3,Industriel,Commercial,PME,30,Moyen,Rupture de partenariat stratégique
5,3,4,Industriel,Commercial,PME,60,Eleve,Rupture de partenariat stratégique
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Dépassement budgétaire majeur
4,2,5,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,3,5,Projet/Programme,Financier,TPE,75,Eleve,Dépassement budgétaire majeur
4,2,4,Projet/Programme,Financier,TPE,32,Moyen,Dépassement budgétaire majeur
4,2,4,Projet/Programme,Financier,TPE,32,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Dépassement budgétaire majeur
5,1,3,Projet/Programme,Financier,TPE,15,Faible,Dépassement budgétaire majeur
4,2,4,Projet/Programme,Financier,TPE,32,Moyen,Dépassement budgétaire majeur
4,1,4,Projet/Programme,Financier,TPE,16,Faible,Dépassement budgétaire majeur
4,2,4,Projet/Programme,Financier,TPE,32,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,3,Projet/Programme,Financier,TPE,30,Moyen,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,2,3,Projet/Programme,Financier,TPE,30,Moyen,Dépassement budgétaire majeur
5,3,5,Projet/Programme,Financier,TPE,75,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,3,Projet/Programme,Financier,TPE,30,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,2,3,Projet/Programme,Financier,TPE,30,Moyen,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
4,3,4,Projet/Programme,Financier,TPE,48,Moyen,Dépassement budgétaire majeur
5,3,3,Projet/Programme,Financier,TPE,45,Moyen,Dépassement budgétaire majeur
5,1,3,Projet/Programme,Financier,TPE,15,Faible,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Dépassement budgétaire majeur
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Dépassement budgétaire majeur
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,3,3,Projet/Programme,Financier,TPE,45,Moyen,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
5,3,5,Projet/Programme,Financier,TPE,75,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
4,1,4,Projet/Programme,Financier,TPE,16,Faible,Dépassement budgétaire majeur
5,3,4,Projet/Programme,Financier,TPE,60,Eleve,Dépassement budgétaire majeur
5,2,4,Projet/Programme,Financier,TPE,40,Moyen,Dépassement budgétaire majeur
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,3,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
3,4,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,3,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
3,5,3,Industriel,Financier,Innovation,45,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
3,4,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
5,3,3,Industriel,Financier,Innovation,45,Moyen,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
3,4,2,Industriel,Financier,Innovation,24,Faible,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
4,4,2,Industriel,Financier,Innovation,32,Moyen,Fluctuation des coûts matières premières
4,5,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
5,4,2,Industriel,Financier,Innovation,40,Moyen,Fluctuation des coûts matières premières
4,4,2,Industriel,Financier,Innovation,32,Moyen,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
5,4,4,Industriel,Financier,Innovation,80,Eleve,Fluctuation des coûts matières premières
4,3,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
3,3,4,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
5,5,4,Industriel,Financier,Innovation,100,Eleve,Fluctuation des coûts matières premières
3,5,3,Industriel,Financier,Innovation,45,Moyen,Fluctuation des coûts matières premières
5,4,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
5,5,4,Industriel,Financier,Innovation,100,Eleve,Fluctuation des coûts matières premières
5,3,2,Industriel,Financier,Innovation,30,Moyen,Fluctuation des coûts matières premières
5,4,2,Industriel,Financier,Innovation,40,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
4,5,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
3,4,3,Industriel,Financier,Innovation,36,Moyen,Fluctuation des coûts matières premières
3,3,3,Industriel,Financier,Innovation,27,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
4,5,4,Industriel,Financier,Innovation,80,Eleve,Fluctuation des coûts matières premières
4,5,3,Industriel,Financier,Innovation,60,Eleve,Fluctuation des coûts matières premières
4,4,4,Industriel,Financier,Innovation,64,Eleve,Fluctuation des coûts matières premières
4,4,2,Industriel,Financier,Innovation,32,Moyen,Fluctuation des coûts matières premières
4,4,3,Industriel,Financier,Innovation,48,Moyen,Fluctuation des coûts matières premières
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,2,3,Qualité,Financier,Innovation,18,Faible,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,2,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
2,2,4,Qualité,Financier,Innovation,16,Faible,Pénalités de retard
2,3,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
4,3,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
4,3,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
2,3,3,Qualité,Financier,Innovation,18,Faible,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
4,4,5,Qualité,Financier,Innovation,80,Eleve,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
4,3,5,Qualité,Financier,Innovation,60,Eleve,Pénalités de retard
3,3,5,Qualité,Financier,Innovation,45,Moyen,Pénalités de retard
3,4,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
2,2,4,Qualité,Financier,Innovation,16,Faible,Pénalités de retard
2,3,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,2,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,3,5,Qualité,Financier,Innovation,45,Moyen,Pénalités de retard
2,4,4,Qualité,Financier,Innovation,32,Moyen,Pénalités de retard
3,3,5,Qualité,Financier,Innovation,45,Moyen,Pénalités de retard
2,3,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,2,5,Qualité,Financier,Innovation,30,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
4,3,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,4,3,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,3,5,Qualité,Financier,Innovation,45,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
4,3,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,4,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,2,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,3,3,Qualité,Financier,Innovation,27,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
2,3,5,Qualité,Financier,Innovation,30,Moyen,Pénalités de retard
4,3,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
3,2,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,3,4,Qualité,Financier,Innovation,36,Moyen,Pénalités de retard
3,2,4,Qualité,Financier,Innovation,24,Faible,Pénalités de retard
3,4,4,Qualité,Financier,Innovation,48,Moyen,Pénalités de retard
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,1,5,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,2,5,Projet/Programme,Financier,TPE,40,Moyen,Faillite d'un fournisseur clé
4,1,5,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,1,5,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,1,5,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,1,5,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
4,1,4,Projet/Programme,Financier,TPE,16,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
5,1,4,Projet/Programme,Financier,TPE,20,Faible,Faillite d'un fournisseur clé
5,1,5,Projet/Programme,Financier,TPE,25,Faible,Faillite d'un fournisseur clé
5,2,5,Projet/Programme,Financier,TPE,50,Moyen,Faillite d'un fournisseur clé
4,5,2,Industriel,Technique,Startup,40,Moyen,Panne équipement critique
5,4,2,Industriel,Technique,Startup,40,Moyen,Panne équipement critique
4,4,2,Industriel,Technique,Startup,32,Moyen,Panne équipement critique
3,3,3,Industriel,Technique,Startup,27,Moyen,Panne équipement critique
4,5,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,3,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
4,3,4,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
3,3,4,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
3,5,2,Industriel,Technique,Startup,30,Moyen,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
5,5,3,Industriel,Technique,Startup,75,Eleve,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
3,4,4,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
4,3,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
3,4,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
3,4,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
3,5,2,Industriel,Technique,Startup,30,Moyen,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
5,3,4,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,5,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,5,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,4,2,Industriel,Technique,Startup,32,Moyen,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,5,4,Industriel,Technique,Startup,80,Eleve,Panne équipement critique
4,3,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
3,4,4,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
3,4,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
4,3,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
4,4,4,Industriel,Technique,Startup,64,Eleve,Panne équipement critique
4,5,4,Industriel,Technique,Startup,80,Eleve,Panne équipement critique
5,3,3,Industriel,Technique,Startup,45,Moyen,Panne équipement critique
5,5,4,Industriel,Technique,Startup,100,Eleve,Panne équipement critique
4,4,3,Industriel,Technique,Startup,48,Moyen,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
5,4,3,Industriel,Technique,Startup,60,Eleve,Panne équipement critique
3,5,2,Industriel,Technique,Startup,30,Moyen,Panne équipement critique
4,5,2,Industriel,Technique,Startup,40,Moyen,Panne équipement critique
5,5,2,Industriel,Technique,Startup,50,Moyen,Panne équipement critique
4,3,3,Industriel,Technique,Startup,36,Moyen,Panne équipement critique
2,5,5,Qualité,Technique,Innovation,50,Moyen,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
2,4,4,Qualité,Technique,Innovation,32,Moyen,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,4,3,Qualité,Technique,Innovation,36,Moyen,Non-conformité produit
2,5,5,Qualité,Technique,Innovation,50,Moyen,Non-conformité produit
4,5,4,Qualité,Technique,Innovation,80,Eleve,Non-conformité produit
2,5,3,Qualité,Technique,Innovation,30,Moyen,Non-conformité produit
2,5,4,Qualité,Technique,Innovation,40,Moyen,Non-conformité produit
3,4,4,Qualité,Technique,Innovation,48,Moyen,Non-conformité produit
3,4,3,Qualité,Technique,Innovation,36,Moyen,Non-conformité produit
4,5,4,Qualité,Technique,Innovation,80,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
2,5,4,Qualité,Technique,Innovation,40,Moyen,Non-conformité produit
2,5,4,Qualité,Technique,Innovation,40,Moyen,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
2,5,3,Qualité,Technique,Innovation,30,Moyen,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,3,Qualité,Technique,Innovation,45,Moyen,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,3,Qualité,Technique,Innovation,45,Moyen,Non-conformité produit
4,5,4,Qualité,Technique,Innovation,80,Eleve,Non-conformité produit
2,5,4,Qualité,Technique,Innovation,40,Moyen,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
2,4,3,Qualité,Technique,Innovation,24,Faible,Non-conformité produit
3,4,4,Qualité,Technique,Innovation,48,Moyen,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
2,5,3,Qualité,Technique,Innovation,30,Moyen,Non-conformité produit
3,4,5,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
4,5,4,Qualité,Technique,Innovation,80,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
4,5,4,Qualité,Technique,Innovation,80,Eleve,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,4,4,Qualité,Technique,Innovation,48,Moyen,Non-conformité produit
3,5,5,Qualité,Technique,Innovation,75,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
4,5,3,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
4,5,3,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
3,5,4,Qualité,Technique,Innovation,60,Eleve,Non-conformité produit
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,4,4,Projet/Programme,Technique,Technologie,80,Eleve,Obsolescence technologique
4,4,5,Projet/Programme,Technique,Technologie,80,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
4,3,3,Projet/Programme,Technique,Technologie,36,Moyen,Obsolescence technologique
5,2,4,Projet/Programme,Technique,Technologie,40,Moyen,Obsolescence technologique
5,3,5,Projet/Programme,Technique,Technologie,75,Eleve,Obsolescence technologique
4,3,3,Projet/Programme,Technique,Technologie,36,Moyen,Obsolescence technologique
5,4,4,Projet/Programme,Technique,Technologie,80,Eleve,Obsolescence technologique
4,4,4,Projet/Programme,Technique,Technologie,64,Eleve,Obsolescence technologique
5,2,3,Projet/Programme,Technique,Technologie,30,Moyen,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
4,4,4,Projet/Programme,Technique,Technologie,64,Eleve,Obsolescence technologique
5,2,5,Projet/Programme,Technique,Technologie,50,Moyen,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,2,5,Projet/Programme,Technique,Technologie,50,Moyen,Obsolescence technologique
4,3,4,Projet/Programme,Technique,Technologie,48,Moyen,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,3,Projet/Programme,Technique,Technologie,45,Moyen,Obsolescence technologique
5,3,3,Projet/Programme,Technique,Technologie,45,Moyen,Obsolescence technologique
5,4,5,Projet/Programme,Technique,Technologie,100,Eleve,Obsolescence technologique
4,3,3,Projet/Programme,Technique,Technologie,36,Moyen,Obsolescence technologique
5,4,4,Projet/Programme,Technique,Technologie,80,Eleve,Obsolescence technologique
5,2,4,Projet/Programme,Technique,Technologie,40,Moyen,Obsolescence technologique
5,3,4,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,3,3,Projet/Programme,Technique,Technologie,45,Moyen,Obsolescence technologique
4,3,5,Projet/Programme,Technique,Technologie,60,Eleve,Obsolescence technologique
5,4,5,Projet/Programme,Technique,Technologie,100,Eleve,Obsolescence technologique
5,4,5,Projet/Programme,Technique,Technologie,100,Eleve,Obsolescence technologique
4,3,4,Projet/Programme,Technique,Technologie,48,Moyen,Obsolescence technologique
5,3,5,Projet/Programme,Technique,Technologie,75,Eleve,Obsolescence technologique
